"max_ebit","min_ebit","max_airline_age","min_airline_age","max_num_routes","min_num_routes","max_passenger_yield","min_passenger_yield","max_ask","min_ask","max_avg_fleet_age","min_avg_fleet_age","max_fleet_size","min_fleet_size","max_aircraft_utilisation","min_aircraft_utilisation"
"5521000000","-495757000","105","3","1100","25","0.16","0.03","468855000000","903004000","21","3","965","10","16","6.2"
